ID,Topic,Domain,emotion,text
14803,Sports,Youtube,Sadness,২ মিনিটেই আউট......জাউরা শালা 
8499,Sports,Youtube,Sadness,আমি হলে বারত দের পেন খোলে আন তাম মাদারের বাচ্চারের 
25452,Personal,Youtube,Joy,এইভাবেই এগিয়ে যাও ভাই আল্লাহ তায়ালা তোমার সমস্ত দোয়া কবুল করুক। আমিন  
18411,Music,Youtube,Joy,তাকে নিয়ে কিছুই বলার নাই।।।।।।শুধু বলব ভালবাসা বাদ দেউ 
3451,Personal,Youtube,Sadness,সব সলারাই ধান্দাবাজ এত দিন তো রানাদের কোনো খরব ছিলনা যেই রানা ভায়রাল তখন সব সালারাই 
23745,Politics,Twitter,Anger,ইন্না লিল্লাহি ওয়াইন্না ইলাহি রাজিউন। 
25484,Personal,Facebook,Anger,পরিচালনা শিখে তার বাবার কাছ থেকে আমি পাইনি তোমায় বাবা 
3063,Business,Youtube,Anger,কিন্তু আপনাদের নাম্বার টা বন্ধ দেখায় কেন 
16615,Personal,Youtube,Sadness,"এই পিচ্চি ছেলেকে গার্লফ্রেন্ড নিয়ে প্রশ্ন করা, বিকৃত ও পথভ্রান্ত মানসিকতার পরিচয়। "
10101,Entertainment,Youtube,Joy,ভাষায় বর্ননা করা সম্ভব নয় যে এতই অসাধারন হৈছে 
18001,Personal,Facebook,Joy,নিজ হাতে গড়া মোর কাঁচা ঘর 
10974,Personal,Facebook,Anger,গতরাতে আমার ভালো ঘুম হয়নি 
1842,Personal,Facebook,Love,দেবোনা কিছুতেই আর হারাতে। ................................................... শুভ জন্মদিন আমাদের শৈশব 
27080,Entertainment,Youtube,Sadness,গতানুগতিক আবর্জনা। সময়টাই নষ্ট। 
18156,Personal,Twitter,Anger,একফোঁটা দুধের মূল্য! :'( 
19950,Personal,Facebook,Joy,কার্বুরেটর ঠিক রাখবি । গাড়ির যেমন কার্বুরেটর ঠিক থাকলে সব ঠিক 
20405,Personal,Facebook,Anger,কিন্তু মুক্তি নেই। সবাইকে খুশি করবার দায়। সবাইকে না হোক কাছের মানুষদের 
16998,Entertainment,Facebook,Joy,তার মানিককে। যে ছেলেকে নিয়ে এত গর্ব তার 
17555,Politics,Youtube,Sadness,এ সালা তোর বাবা এই বিমানের পাইলট । তার জন্য তুই খবর গুলো পেয়ে যাস তাইনা রে 
13464,Personal,Facebook,Love,জানি না । আমায় ক্ষমা করে দেও। আমি তোমাকে মন থেকে বলতে চাই ভালোবাসি 
16616,Personal,Youtube,Joy,ভাই আপনার কোন ভিডিওই আমি দেখতাম না কিন্তু আজকের ভিডিওটা পুরো দেখলাম মন চুয়ে গেলো ধন্যবাদ😎😎😎😎 
21856,Education,Youtube,Anger,পদার্থবিজ্ঞানে সাজেশন নেয়া খুব কঠিন । সমগ্র অংশটুকুই পড়তে হয়  
12959,Politics,Facebook,Anger,সাংবাদিক বেড়েছে ঠিকই কিন্তু নীতি নৈতকতা কমেছে বহুগুনে। যদি সুন্দর একটা জাতি উপহার দিতে চান 
10701,Travel,Youtube,Anger,আপু তুমি আমার মেসেজ পাও না 
26246,Politics,Youtube,Sadness,এই জানোয়ার কে ফাসি দেওয়া হক সঠিক বিচার হবে 
321,Entertainment,Youtube,Joy,পাঁচ মিনিট পরে এমনি আউট হইয়া যাবি। পলাশ ভাই একটা জিনিস রে তুই 
20277,Personal,Facebook,Anger,আর যদি না ফিরে আসে 
4743,Personal,Twitter,Joy,সৌভাগ্য এবং শান্তির জন্য নিবেদিত একটি মাসের শেষে ঈদ বিশেষ তাৎপর্যপূর্ণ। 
21358,Education,Facebook,Joy,সবাই যেন আমার মতো একজন প্রেমিকা পায়···? পাপ্পু: অবশ্যই 
17647,Personal,Youtube,Love,তাবিব ভাই এবং তৌহিদ আফ্রিদিকে অসংখ্য অসংখ্য ধন্যবাদ জানাই 
1654,Sports,Facebook,Surprise,কিন্তু আলেজান্দ্রো সাবেলা এমন একটি স্ট্রং ডিফেন্স তৈরি করে রেখে গেছেন 
3038,Entertainment,Youtube,Anger,চাপা কবিরের নাম সোনার পরে! নাটক টা আর দেকা হলো না! চরি????? 
17137,Personal,Youtube,Love,মনুষ্যত্ব ও মানবতার ২ কান্ডারী তাবীব ভাই ও আফ্রিদি ❤ 
9370,Personal,Youtube,Joy,তৌহিদ আফ্রিদি ভাইয়ের ছেলে মানসী গুলো আামার কাছে খুব ভাল লাগে...অসাধারন 
8379,Education,Facebook,Fear,খালি বাসা দেখে একটা চোর ঘরে ঢুকল।হোজ্জা বাসায় ছিল 
6725,Personal,Youtube,Love,মানবতার এক উজ্জ্বল দৃষ্টান্ত। সবার মাঝে ছড়িয়ে যাক এরকম মানসিকতা। 
19981,Entertainment,Youtube,Love,অনেক ভাল লাগার মত একটি নাটক...বস নিশু আপনাকে স্যালুট... 
8022,Politics,Youtube,Anger,এখন যত বেশি অশ্লীলতা তত বেশি ভিও।এখন গানের কথা থেকে বেশি গানের ভিডিও প্রাধান্য পায় বেশি। 
1933,Politics,Youtube,Anger,এরা ভালো করেই জানে যে এদেশের বিচারে তাদের কিছুই হবে না তাই তারা এভাবে লাইভে আসতে পারে। 
24616,Personal,Youtube,Joy,চট্রগ্রামের থেকে কে কে দেখচ্ছ লাইক করো পিজ পিজ. 
2214,Politics,Youtube,Sadness,যে দেশের মারে চুদা যায় না তার নাম ভোদার বাংলা। 
14888,Entertainment,Youtube,Joy,"প্রবাস জীবনের অনেক কষ্টের মাঝে থেকেও নাটকটা দেখলাম অনেক ভালো লাগলো,,,,,😎😎😎😎😎 "
3592,Education,Youtube,Joy,ভিডিও দেখতে দেখতে কে কে কমেন্টের মজা নিতেছো? 🚫🚫😋😋 
27255,Entertainment,Youtube,Love,"প্রবাস থেকে কে কে দেখতেছেন,আমি সৌদি আরব দাম্মাম থেকে!!!!! "
359,Personal,Facebook,Anger,কীভাবে কী বলে সান্তনা দিবো বুঝতে পারলাম না। কখনো ফোন করতে না করে ফোন রেখে দিলে 
2868,Personal,Youtube,Love,শেষটা অসাধারণ ছিলো 🤩🤩🤩🤙😘 
24975,Personal,Youtube,Sadness,শো অফের চেয়ে দেশে হাজারো লোক গরিব আছে তাদের সাহায্য করেন 
25972,Business,Youtube,Joy,"এটা সত্যি ভাই, সত্যি হলে আমি একটা কিনবো "
27954,Sports,Youtube,Sadness,সৌম্যকে আর দেখতে চাই না।অনেক চান্স পেয়েছে দলে আর না। 🤗🇧🇩 
7126,Sports,Youtube,Joy,ভারত ওয়াল্ড কাপ জিতেছিল তোর বাপ যখন লিকুইড অবস্থায় ছিল😜😜😜🏋️‍♀️😂😂 
14474,Music,Youtube,Anger,"লবণ আর চিনি, দুইটা দেখতে এক।এখন বুঝতে না পারলে সমস্যা আমাদের। শুধু মেয়েদের না। "
7684,Entertainment,Youtube,Anger,ভালবাসা কারো জন্য দীর্ঘ প্রক্রিয়া আবার কারো জন্য স্বল্প। কিন্তু কষ্ট দুটোতেই সমান- 
25413,Entertainment,Youtube,Joy,না দেখেই কে কে কমেন্ট করে থাকেন 
20237,Education,Youtube,Joy,"চমক ভাইয়ের নিজের চ্যানেল আছে, উনি সেখানে অংক শিখান। "
2200,Sports,Youtube,Joy,এইখানে কি এমন কেউ আছে। যিনি আমাকে। হাসিনা মেমের সঙ্গে দেখা করায় দিতে পারবে। আমার নাম্বার ০১৯৬৮২৬৮৪৬৩ 
21193,Business,Youtube,Sadness,ভাই ফালতু ভিডিও বানালে কোনদিন বড় হতে পারবেন না 
10720,Food,Youtube,Sadness,ইউটিউব কোনো ইসলামিক প্লাটফর্ম নয়।..ইন্টারনেট বাদ দিয়ে বাড়ী বসে কোরআন পাঠ করুন 
19026,Entertainment,Youtube,Anger,"মিশু বরিশালের ভাষা ভাল ফুটিয়ে তুলতে পারে নাই, নাইমকে মিশুর জায়গায় দিলেই ভাল হত। "
12275,Politics,Facebook,Joy,রীমা জানতেন বাংলাদেশের রাজনীতিতে তার বাবা একজন জনপ্রিয় মানুষ। কিন্তু এতটা জনপ্রিয় ছিলেন 
12301,Sports,Youtube,Joy,হাসিনা লিপ্সটিক মাইরা ঠোট লাল টুকটুক করে ফেলসে😆 
18985,Sports,Youtube,Joy,এই বীর আকবর আলীকে আমার পক্ষ থেকে স্যালুট। 
22236,Entertainment,Youtube,Joy,অনেক সুণদর লাগল নাটক কিন্তু কাবিলার অভিনয় সুন্দর হয়ছে 
10936,Entertainment,Youtube,Sadness,"বালের নাটক কোন কাহিনি নেই, ফাল্তু গল্প  "
13320,Personal,Youtube,Joy,অনেক অনেক কৃতজ্ঞ ভাই। 
20595,Entertainment,Youtube,Love,কাবিলা ভাই অনেক ভালো অভিনয় করে। ভালোবাসা কাবিলা ভাইয়ের জন্য আর নিশু ভাই😍 
20275,Sports,Youtube,Sadness,আপনাকে কত জন মিলে জরমো দিছে একটু বলবেন 
27319,Music,Youtube,Love,গানটি ভাল লাগলে আমাদের চ্যানেলটি অবশ্যই সাবস্ক্রাইব করে পাশে থাকবেন 
18708,Politics,Youtube,Surprise,আপনার চুলের কালার সাদা করল কে? আওয়ামীলিগের ছেলেরা নাকি 
20796,Education,Facebook,Sadness,সেইটা পরে দেখা যাবে। তুমি যাও তো আগে। আবুল সাহবে কহিলেন 
20919,Personal,Youtube,Joy,খুব সুন্দর লাগলো কোলকাতা থেকে বাংলাদেশ ঘুরতে 
6049,Music,Youtube,Anger,সত্যিই আমার রক্তে মিশা গেছে মিথ্যা বলার স্বভাব 
16399,Food,Youtube,Joy,উনার ব্যবসা প্রতিষ্ঠান টা কোথায়? লোকেশন ও কন্টাক্ট নাম্বার টা দিলে ভাল হয় 
24955,Personal,Youtube,Sadness,বড় লোকেরাই শুধু গরিবের ঘারে পারা দিয়ে বড় হতে চাই  
25930,Sports,Youtube,Joy,বেস্ট বাংলাদেশ জুনিয়র টিম এবার ভারতকে দেখিয়ে দিলেন কিভাবে মোকাবেলা করতে হয় 
12990,Education,Facebook,Anger,অন্য কোন সালাম চাচা হবে। তখন আর ছেলের মনে থাকবে না তার পজিশন তৈরির ইতিকথা। কত শ্রম 
26563,Education,Youtube,Anger,আরেকটু কড়া রোষ্ট হইতে পারতো।। পিছে আগুন লাগাইলেও আগুনের ফ্লেভার আসে নাই 😐😐 
524,Personal,Youtube,Love,তোমাকে একবার বুকে জরিয়ে ধরার খুব ইচ্ছে ভাই। 
25592,Politics,Youtube,Joy,জননেত্রী শেখ হাসিনার নেত্রীত্বে সকল অসম্ভবই সম্ভব হবছ।জয় বাংলা 
8909,Sports,Youtube,Love,সালাম তোমায় বাংলার বীর 
9406,Personal,Facebook,Love,এতোই প্রেমে পড়ে গেছিল সে রিফাতের! তখন থেকে আজ পর্যন্ত রিফাতের প্রতি তার ভালোবাসা একটুকু তো কমেইনি 
8050,Personal,Facebook,Joy,মাস্টার সাহেব আমাকে একটা অংক দেখিয়ে দেবেন? ফারজানা আমাকে মাস্টার সাহেব বলেই ডাকত।বললাম 
15653,Sports,Youtube,Joy,আবার পারবে আমাদের বস 
9904,Personal,Youtube,Anger,চোখের পানি আটকে রাখতে পারলাম না ভাই। ধন্যবাদ 
26368,Personal,Youtube,Anger,কিছু বলার নাই এখানে আমার কান্না এসে গেলো 
21061,Sports,Youtube,Joy,সাব্বির রাহ মানকে আবার দলে সুজুগ দেয়া হুক। 
19509,Education,Facebook,Sadness,ও নাকি শহরের বাইরে যাবে। তাহলে সে আমাকে কিভাবে দেখল। মিথ্যুক 
16588,Music,Youtube,Anger,দেহ নিলা মন নিলা না নাটক বুঝাইলা আবেগ বুঝাইলানা★★★@♥♥♥♥♥ 
3702,Music,Youtube,Love,আমাকাছে গানটা খুব বালো লাকছে 
21008,Entertainment,Youtube,Joy,ওপ চুল গুলা শুধু সামনে চলে আসে☺☺ 
16960,Personal,Facebook,Love,আমার খুশির কারণ তোমার সঙ্গে কথা বলতে পারা। যেভাবেই হোক 
8862,Personal,Facebook,Anger,না হয় আমি তোমার সাথে কোন কথাই বলব না এটাই আমার শেষ কথা। স্বামীঃ ঠিক আছে বাবা 
13416,Music,Youtube,Sadness,কন হালার গান ফাডা বাঁশের গলা 
5673,Politics,Youtube,Sadness,আরে ভারতের খানকীর পুলারা বাংলাদেশকে নীয়ে না ভেবে তরা তর দেশ নিয়ে ভাব 
4230,Politics,Youtube,Joy,গর্জে ওঠো বাংলাদেশ.......... সময় সাথে রাজনীতির পথে। 
23075,Food,Youtube,Joy,নওশীন আপুকে হিজাবে অনেক সুন্দরী আর স্টাইলিশ লাগছে। 
5600,Education,Youtube,Anger,এই ঈদে একটা পাঞ্জাবী পাইলে খুব ভাল হইত। খুব অভাবে আছি। 
18314,Sports,Youtube,Anger,এটা কেও কিছু মনে করেননা এটা বঙ্গবন্ধুর স্বপ্ন ছিল 
15134,Personal,Facebook,Anger,ও এমন কিছুই করতো না যার জন্য তাকে এমন বর্বর 
4577,Education,Youtube,Sadness,মেয়েটা যে বাভে হাত নাড়িয়ে কথা বলে মনে হয় ভদ্রতা যানেই না 
4381,Personal,Facebook,Love,প্রকৃতি দিশেহারা হয়ে রয় তবু বৃষ্টি নামাই তোরই সস্তিতে কখনও সমুদ্রস্নানে 
8126,Personal,Facebook,Anger,তবে তাকে ছেড়ে দাও।যদি সে তোমার কাছে ফিরে আসে 
27792,Politics,Youtube,Anger,আমার জানা মতে এত সব গঠনা গঠতেছে শুধু মাত্র অভাবের কারণে। 
8252,Music,Youtube,Joy,করছি সাবস্ক্রাইব আর সব ভিডিওতে লাইকও দিছি 
7447,Entertainment,Youtube,Sadness,আমার বালের নাটক বানাইছে সালা। 
12350,Sports,Facebook,Joy,কিন্তু লক্ষ্যভেদে ব্যর্থ হন। পুরো ম্যাচে বল পায়ে যেভাবে আলো ছড়িয়েছেন দি মারিয়া 
7732,Sports,Youtube,Sadness,এত কথা ভালো লাগল না। 
4918,Sports,Youtube,Anger,আমাদের হোগা তামিম খেলার আগেই অসুস্থ হয়ে যায় 😁 
26573,Travel,Youtube,Joy,ভর্তা ভাজি রেসিপি দেখে খুব ভালো লাগলো এবং পাশে আছি 
27795,Politics,Youtube,Joy,পোরান পাগলের ভাত নাই আবার নতুন পাগল হাজির🤣🤣🤣🤯🤯🤯😱😱😱কেউ আমারে কেউ শক্ত কইরা দর। 
26657,Entertainment,Youtube,Love,"মারিয়া নূরের কথা গুলি শুনতে অনেক ভাল লাগে,,,,,,,, "
23299,Personal,Facebook,Surprise,এই ফারজানা তুমি কার মোটরসাইকেলে চড়েছ?আরে ওটাতো আমি নই 
27539,Personal,Youtube,Love,ভাইয়া এটা তোমার সবগুলো ব্লগ এর মাঝে বেস্ট ব্লগ💘💘 
19521,Personal,Youtube,Joy,দেখো ভাই এখানে তৌহিদ আফ্রিদি যা করচে ভালো 👍। দেখানোর কিছুই নাই। 
26166,Personal,Youtube,Joy,"নাটোরের বনলতা সেন, এসে ঘুরে যাবা ভাইয়া আশা করি ভালো লাগবে 😊😊 "
26153,Personal,Youtube,Sadness,মমতা ব্যানার্জি পাম মারার জন্য কত দিছিলো ভায়া? 
18500,Personal,Youtube,Anger,ভাই ভাল লাগলো কিন্তু ওর মতো হাজারও রানা আছে তাদের কি দিবে? 
3919,Education,Youtube,Surprise,এইটা কি কোন রোস্টিং ভিডিও ছিল? 🤔 🤔🤔 
11264,Entertainment,Youtube,Sadness,বন্ডামী একটু কম করেন!নাটক সিনেমা দেখতে এত সুফি গিরি দেখাইন না!! 
19326,Politics,Facebook,Love,অন্যরকম এক ভালোলাগা কাজ করে 😍😍 ` এই ভালোবাসা শুধুমাত্র তারাই বুঝবে 
20424,Personal,Youtube,Joy,স্যালুট আফ্রিদি। আমাদের বরিশালের ছেলেরা এমন বড় মনের ই হয়ে থাকে। 
11323,Sports,Facebook,Sadness,লাথি মারার জন্য ৫ বছরের জন্য নিষিদ্ধ করায় প্রতিবাদ জানাই। যে দেশে প্রতিভার কদর করতে জানে না 
21751,Personal,Facebook,Anger,একবারও জানতে চাইলো না আমি কত টাকা মাইনে পাই 
18448,Business,Facebook,Joy,রবি কর্পোরেট ক্লায়েন্ট নিয়ে আয়োজিত 
9564,Sports,Youtube,Joy,ওপেনিং নিয়ে এখন আর সম্যাসা নাই। ওপেনিং এখন প্রতিযোগিতা চলতেছে। ভালো লাগলো সবাই রান করতেছে 
15642,Entertainment,Youtube,Joy,"টাক্কুর চাপে অল্প বয়সে করলাম বিয়ে জেলা ময়মনসিংহ, টা টাক টা টাক টাকলারে "
8962,Personal,Youtube,Joy,"আসসালামু আলাইকুম,আমি নতুন ইউটিবর আপনাদের সহ অনুভূতি কামনা করছি, আর নতুন যুদ্বু শুরু ধন্যবাদ। "
4806,Personal,Youtube,Love,তাবিব এবং আফ্রিদি ভাই দোয়া রইলো তোমাদের প্রতি যাতে এই রকম আরো পথশিশুদের পাশে তোমরা দাড়াতে পরো। 
5766,Personal,Youtube,Love,খুব ভালো একটা কাজ করলেন ভাই ।রানার পড়া লেখার দায়িত্বটা নিলেন ।রানা অনেক দূর যাবে ইনশাআল্লাহ। 
1165,Entertainment,Youtube,Sadness,ভারতের নায়কের শুনাম বাদ দিয়ে শাকিব খানের একটু শুনাম করেন না 
10966,Sports,Youtube,Joy,ইনশাল্লাহ মোস্তাফিজুর রহমান ২০১৯ বিশ্বকাপের মধ্যে নিজের সেরাটা ধরে তুলবে আশা করছি 
25865,Sports,Youtube,Anger,"হায়রে মাশরাফি!!! যেই দলের হইয়া নির্বাচন করলি, ওই দলের লোক তরে কেমনে মারা দিল। "
22212,Entertainment,Youtube,Surprise,"বাপ রে বাপ কি কাহিনি, প্রথমে ত বুঝতে পারিনি "
13711,Personal,Facebook,Anger,অবনী পারেনি। আপু চলে যাওয়ার পর গত দু’বছরে অনেক কিছু বদলেছে 
20019,Entertainment,Youtube,Joy,অভিনয় কাকে বলে তুমি তা বুঝিয়ে দিতে সক্ষম হয়েছো। 
16775,Personal,Youtube,Joy,আমি চট্টগ্রামের ঝর্না ভ্রমণ নিয়ে ভিডিও আপলোড দিয়েছি 😍😍👇👇👇আশা করি সবার ভালো লাগবে 😍⭕ 
23346,Music,Youtube,Joy,"সোনা দিয়া বান্ধায়াছি ঘর,,,,,, বসের কন্ঠে সম্পূর্ণ শুনতে চাই "
14773,Politics,Youtube,Sadness,হের মত কুলাঙ্গার দুনিয়া থাকার দরকার নাই 
18894,Politics,Youtube,Joy,"আগে গাইবান্ধার বাহাদুরাবাদ সেতু নির্মান করেন,, মাহবুর রহমান আমবাড়ী পলাশবাড়ী গাইবান্ধা "
269,Sports,Youtube,Sadness,তাসকিনকে জাতীয় দলে চুলের ডিজাইনার হিসেবে রেখে দেওয়া উচিতআপনারা কি বলেন 
5199,Politics,Youtube,Anger,সামনে আরো খারাপ হবে দিন সময় তাকথে ব্যবস্থা বা সঠীক বিচার কা্যকর করাদরকার। 
7294,Education,Facebook,Anger,টানাটানির সংসারে প্রায় সবাই বড় হই। আমাদের কাছে টাকা নাই 
21315,Music,Youtube,Joy,একবারে সঠিক কথা বলেছেন 
20715,Politics,Youtube,Joy,"সময় টিভিকে ধন্যবাদ জানায়, এই কাজটা করার জন্য। "
26442,Business,Youtube,Surprise,নাটক টা দেখে ৩ দিনের মত পাগল ছিলাম।।।।। 
24552,Personal,Youtube,Joy,দুজন কে এক শাথে দেখতে পেরে ভাল লাগলো 
2626,Politics,Youtube,Anger,"ও আল্লাহ কি করব কি করে কি খেয়ে বাচব,, "
8560,Business,Facebook,Love,ক্রিকেটের গান। বাপ্পা মজুমদারের সাথে বাংলাদেশ ক্রিকেটের এই নতুন গান গাইতে 
1333,Entertainment,Youtube,Sadness,দুরা ফইন্নির ঘরের ফইন্নি এবং তারা রোগীর সাথে যুক্ত হয়েছি 
26071,Personal,Facebook,Anger,কিন্তু অবশ্যই এর দিকে আপনার নিয়মিত নজর দিতে হবে।এমনটা কিছুদিন না করলে এটি নির্জীব হয়ে যাবে 
2704,Sports,Facebook,Sadness,কিছু দিন আগে এই জার্সিটিকে আমাদের দেশের কিছু আবালরা রিকসার পর্দার সাথে তুলনা করেছে 
5796,Business,Facebook,Anger,সেই মাকেই হয়ত কখনো জানানো হয়না আমাদের ভালোবাসার কথা। এই মা দিবসে 
8640,Personal,Youtube,Anger,ভাই রানার পড়ালেখার দায়িত্ব তো আপনি নিলেন কিন্তু রানার মত হাজারো পথ শিশু রানার দায়িত্ব কে নেবে? 
18853,Entertainment,Youtube,Sadness,নাটকের মাধ্যমে বাঙালী সংস্কৃতির বারোটা বাজিয়ে ফেলছে ...... 
2390,Fashion,Youtube,Sadness,এই প্রোডাক্ট গুলো ভালো হয় না। কিনলে ঠকবেন 
14967,Politics,Youtube,Surprise,এখানে দুদের বাজার মনেহয়। গো 
14055,Education,Facebook,Sadness,টিকাটুলির মোড়ে তোর বাবার সিএনজিতে কুত্তার বাচ্চারা পেট্রোল বোমা মারসে 
9826,Music,Youtube,Anger,ভাই কোন কম্পানির লিপস্টিক ব্যবহার করেন?😪 
1881,Personal,Facebook,Anger,কিন্তু আজ যেমন এখানে তার যেতে ইচ্ছে হলো না। প্রায় সন্ধ্যে হয়ে আসছিলো 
9979,Personal,Youtube,Sadness,ভাইয়া আপনার মায়ের কথা শুনে যা বুঝলাম অসুস্থ আপনার মা নয় অসুস্থ আপনি 
1328,Sports,Youtube,Anger,হায়রে জুবায়ের কই যেন হারিয়ে গেল জুবায়ের। শুধু মাএ বিসিবির অবহেলায় এই ছেলেটা হারিয়ে গেল। 
13283,Business,Facebook,Joy,তাদের সাথে গলা মিলিয়ে নববর্ষের এই গানটি উপহার দেয়ার জন্য 
24462,Politics,Youtube,Sadness,ফাশি চাই ভাই ফাঁশি 
4215,Entertainment,Youtube,Joy,দেখা শুরু করলাম। আশা করি ভালো লাগবে। কাবিলা😎 আহারে রোকেয়া আওয়াজ টা আর দিস না 😂😂😂 
27350,Entertainment,Youtube,Love,ভাইয়া আপনার জন্য দেশটা নাটকে এগিয়ে জাচ্ছে আপনাকে অনেক ভাল বাশি🇧🇩🇧🇩🇧🇩 
3025,Entertainment,Youtube,Love,নিশু ভাইকে জড়িয়ে ধরার জন্য কার ইচ্ছে আছে। 
18177,Personal,Facebook,Surprise,যখন বাপের বাড়ির থেকে গরু পাঠানো হবেনা! এখনতো শুধু গরুতে হয় না 
23317,Politics,Youtube,Anger,চুরি এটা কমন 🤨 
15785,Music,Youtube,Joy,শেষমেস মেয়ে চ্যাকা খাই কালা হই গেছে 😁😁 
16251,Personal,Facebook,Love,তার মনে ভালোবাসা ছাড়া আর কিছুই নাই! কারন 
3169,Education,Youtube,Surprise,এটা কি রোস্ট ছিলো নাকি আয়নানকে প্রমোট করা হইছে বুঝলাম না 
16295,Education,Youtube,Joy,হই ফ্রেন্ড আমি ইউটিউব এ নতুন সবাই পাসে থাইকেন। 
6775,Sports,Youtube,Anger,"এতো বক বক, ইন্টারেস্ট ই হারিয়ে ফেললাম দেখার "
20738,Personal,Youtube,Sadness,স্যালুট আফ্রিদি ভাই। আর যারা ডিজলাইক দিয়েছে তাদের মুখে জুতা মারা উচিত। 
16186,Sports,Facebook,Joy,যেখানে মাত্র দুইজন ডিফেন্ডার খেলত। আর এখন দুই জন ডিফেন্সিভ মিডফিল্ডার 
2956,Sports,Youtube,Sadness,ভাই তরে জন্মের পর কি তরে কলা খাওয়াইছে নাকি তুতলাস আর তর বিডিও তুই নিজে দেখছত 
19546,Politics,Youtube,Sadness,খানকির পোলা গড় মাথার বিজলা নাযাইতেই চ্যাটের বিজলা বাড়িয়ে গেল। 
26143,Personal,Youtube,Anger,তেল এর মাথায় তেল দিলা বুঝলা না ঝটা চুলের হাল রে বাঙালী 
11587,Personal,Facebook,Anger,শব্দসীমা দিয়েছে ৬০০! ৬০০ শব্দে আমি কেমনে ধরি তাঁরে? হুমায়ূন আহমেদকে নিয়ে সব কথাই বলা হয়ে গেছে 
1235,Politics,Youtube,Anger,সকলের মা বোন মেয়েকে সাবধান রাখুন 
2920,Politics,Youtube,Joy,এই ভাবে চলবে। পারলে ঠেকাও। জয় বাংলা জয় মা কালি 
19700,Entertainment,Youtube,Joy,"আরফান নিশো আর তানজিন তিশার ফ্যানরা লাইক ও কমেন্ট করে সাড়া দাও,,,😍❤👌👌👌 "
24578,Personal,Youtube,Joy,"ভাই তুমি শো অফ করো,এতে ১ জনের ভালো হলেও মন্দ কি?? "
22856,Entertainment,Facebook,Sadness,কত বড় পাষাণ! বাচ্চা ছেলেটাকে হাঁটিয়ে নিয়ে দ গাধা চড়ে যাচ্ছে।' এবার লোকটি ছেলেটাকে গাধায় চড়িয়ে দিয়ে 
9350,Politics,Youtube,Sadness,এই চার টার বিচি হাতুরি দিয়ে পিটিয়ে চেপ্টা করে দেয়া হোক যারা এক মত তারা লাইক দাও 
24935,Personal,Youtube,Joy,"কুমিল্লায় আস কুমিল্লায় এসে ব্লগ কর, আসা করি কুমিল্লায় ব্লগ করলে তোমার ভাল লাগবে। "
8275,Sports,Youtube,Sadness,সয়তান জে কখনো ভাল কাজ করেনা এই তার নমুনা 
26677,Personal,Youtube,Joy,লাইক দিন তৌহিদ আফ্রিদির ফ্যান্ডররা 
15070,Business,Youtube,Joy,ভাই আপনার ভিডিওগুলো অনেক ভালো লাগে সবসময় আপনার পাশে আছি মায়াজাল এবং বিবর্তন চ্যানেলে 
25331,Business,Youtube,Sadness,চিটার কেন আপনারা এইরম চিটার ভিডিও ভিডিও বানান 
10975,Business,Youtube,Joy,সব কিছু তো বললেন কিন্তু দামটা তো বলেন নাই এটার দাম কত একটু আমাকে জানাবেন 
18228,Entertainment,Facebook,Joy,ইলিশের কাঁটা দেখিসনি...রুই: হু হু হু হা হা হা 
10061,Travel,Youtube,Joy,খাবার গুলো দেখে মনে হচ্ছে অনেক মজার হয়েছিল। 
13753,Entertainment,Youtube,Love,সময়ের শ্রেষ্ঠ পরিচালক মাহবুব রশিদ বান্নাহ। এবং সময়ের শ্রেষ্ঠ অভিনেতা আফরান নিশো । ধন্যবাদ ভাই আপনাদের। 
23825,Sports,Youtube,Anger,"এই মুস্তাফিজ আজ আর নাই। বাংলাদেশ একটা রত্ন পেয়েছিলো। কিন্তু,রাখতে পারলো না।😪😪😪 "
25780,Personal,Facebook,Surprise,হঠাৎ দেখলাম সে একদিন স্কুলে আসতে দেরি করছে 
26176,Music,Youtube,Joy,আমি কোরছি আমার টা ও করেন৷ 
20410,Politics,Youtube,Sadness,আসামিদের নামের আগে কেন মোহাম্মদ? তারা তো শয়তানের অনুসারী। 
9648,Personal,Facebook,Love,আর আমার কাছে যদি ভালো লাগে তাহলে আমি ওর সাথে লাভ করব কারন আমি এইরকম মেয়ে'ই খুজতেছিলাম 
5054,Music,Youtube,Love,গান শুনার পর আর কিছু বলার নাই শুভ কামনা রইল 
9975,Personal,Facebook,Anger,বেদনা গুলো হৃদয়ে ছুঁড়ে ফেলে কেন এভাবে চলে যাও 
16105,Music,Youtube,Fear,"আচ্ছা এই গানটা যেসব মুসলিম শুনেছে, এবং শুনবে তারা কি জাহান্নামি? "
26394,Personal,Facebook,Anger,একটা পরিবারকে কে ঠকায়নি ? তোমার আদেশে ফেরেশতা আমার বাবাকে চিরতরে নিয়ে গেল 
26398,Politics,Twitter,Joy,সিংড়া উপজেলা আওয়ামী লীগের সাংগঠনিক সম্পাদক ও শেরকোল ইউনিয়নের সফল চেয়ারম্যান স্নেহের লুৎফুল হাবিব রুবেল। 
24448,Sports,Youtube,Joy,এই দিনের অপেক্ষায় ছিলাম এতদিন অবশেষে সময় মতো ধরা দিল শুভকামনা জুনিয়র টিম টাইগার্স 
17524,Fashion,Youtube,Joy,"তাহসিনেশন ভাইএর কেন তুমি নাই গানটাতে একটা পিংক কালার হুডি পরে, হুডি টা আমার সেই লাগে "
